0,1075
0,1076
0,1077
0,1125
0,1126
0,1127
0,1128
0,1129
0,1130
0,1131
0,1132
0,1172
0,1173
0,1174
0,1175
0,1176
0,1177
0,1178
0,1179
0,1180
0,1181
0,1182
0,1183
0,1184
0,1221
0,1222
0,1223
0,1224
0,1225
0,1227
0,1228
0,1229
0,1230
0,1231
0,1232
0,1233
0,1234
0,1235
0,1272
0,1273
0,1274
0,1278
0,1279
0,1280
0,1281
0,1282
0,1283
0,1284
0,1285
0,1286
0,1287
0,1326
0,1327
0,1331
0,1332
0,1333
0,1334
0,1335
0,1336
0,1337
0,1338
0,1339
0,1376
0,1377
0,1378
0,1380
0,1382
0,1383
0,1384
0,1385
0,1386
0,1387
0,1388
0,1389
0,1390
0,1426
0,1431
0,1434
0,1435
0,1436
0,1437
0,1438
0,1439
0,1441
0,1442
0,1480
0,1482
0,1483
0,1530
0,1532
0,1533
0,1580
0,1630
0,1684
0,1733
0,1734
0,1783
0,2068
0,2069
0,2118
0,2119
0,2168
